Prompt,Respuesta
¿Quién es el Director de la Dirección de Servicios Administrativos y cuál es su formación?,"El Director es Oscar Álvarez, Ingeniero Mecánico (2001) y Magister en Ingeniería Mecánica (2012) por la Universidad del Norte. También cuenta con un Diplomado en Docencia Universitaria y Dirección de Proyectos bajo la metodología PMI. Ha trabajado en diferentes áreas dentro de la universidad y ha sido profesor catedrático en programas de Ingeniería."
¿Cuáles son los principales retos de la Dirección de Servicios Administrativos?,1. Fortalecer el modelo de gestión de proveedores y adquisición de bienes y servicios para obtener mejores ofertas y generar ahorros significativos. <br> 2. Impulsar la conformación del archivo histórico institucional para preservar y gestionar la documentación histórica. <br> 3. Continuar fortaleciendo la seguridad integral en el campus universitario.
¿Qué acciones estratégicas están planificadas para 2024?,"1. Crear un inventario centralizado de los equipos de los salones de clases. <br> 2. Implementar la primera fase de la ventanilla de correspondencia digital. <br> 3. Ampliar la cobertura del programa de Gestión Documental al eje de investigación. <br> 4. Evaluar tácticas y tecnologías para la seguridad en áreas perimetrales del campus. <br> 5. Evaluar opciones para el mantenimiento de sistemas de seguridad electrónica. <br> 6. Ejecutar proyectos de planta física, incluyendo la construcción del Centro Deportivo y la remodelación de espacios académicos."
¿Qué es el proyecto del Centro de Acopio y cuál ha sido su impacto?,"El Centro de Acopio de Residuos Sólidos es un sitio para almacenar temporalmente y clasificar residuos recuperables. Su objetivo es gestionar residuos de forma adecuada, garantizando reciclaje y reduciendo la generación de residuos a rellenos sanitarios. Ha permitido la venta de materiales reciclables a cooperativas y ha reducido la generación de residuos en un 30%, contribuyendo a la sostenibilidad y protegiendo el medio ambiente."
¿Qué indicadores de gestión se utilizan para evaluar la Dirección de Servicios Administrativos?,"1. Mantenimiento correctivo y preventivo de planta física, muebles y equipos. <br> 2. Adquisición de bienes nacionales e importados. <br> 3. Contratación de servicios externos (mantenimiento, planeación, servicios generales). <br> 4. Gestión de equipos audiovisuales. <br> 5. Gestión de activos fijos. <br> 6. Seguridad física e informática. <br> 7. Gestión de servicios generales y ambientales. <br> 8. Regulación y digitalización de documentación."
¿Qué es la Dirección de Gestión Humana en la Universidad del Norte?,"La Dirección de Gestión Humana en la Universidad del Norte es un área vital para el desarrollo, crecimiento y posicionamiento de la institución, encargada de la gestión del talento humano, incluyendo la selección, contratación, administración de compensaciones y beneficios, formación, desarrollo y seguimiento al desempeño, y gestión de la seguridad y salud integral de los colaboradores."
¿Cuáles son las funciones principales de la Dirección de Gestión Humana?,"Las funciones principales de la Dirección de Gestión Humana incluyen diseñar, desarrollar, implementar, hacer seguimiento y controlar las políticas, planes, programas y procedimientos del área, coordinar y supervisar las actividades de sus secciones, supervisar el cumplimiento del reglamento interno de trabajo, y mantener relaciones con instituciones externas."
¿Quién es la Directora de la Dirección de Gestión Humana?,"La Directora de la Dirección de Gestión Humana es Beatriz Vergara, Administradora de Empresas, Especialista en Mercadeo y Magister en Administración de Empresas, con amplia experiencia en la Dirección Administrativa y Operativa de áreas."
¿Qué servicios ofrece la Dirección de Gestión Humana?,"La Dirección de Gestión Humana ofrece servicios como selección de personal, liquidación parcial de cesantías, pagos de sueldos legales y extralegales, desarrollo del personal, beneficios del pacto colectivo, elaboración y entrega de certificados, vinculación y desvinculación de catedráticos, bienestar organizacional, y seguridad y salud en el trabajo."
¿Qué comités coordina o forma parte la Dirección de Gestión Humana?,"La Dirección de Gestión Humana coordina o forma parte de los siguientes comités: Comité Paritario de Seguridad y Salud en el Trabajo (COPASST), Comité de Formación y Desarrollo, Comité de Compensación y Desarrollo, Comité de Convivencia Laboral, Comité de Salarios, Comité de Crisis, Comité de Seguridad Vial, Comité de Mejora efr, Comité Universidad Incluyente y Comité de Equidad de Género."
¿Qué es el proyecto AGATHA?,"El Proyecto AGATHA ""Apoyo de la Gestión del Talento Humano para la Academia y la Administración"" consiste en la implementación de un nuevo sistema de información para la gestión del talento humano, que abarca desde la selección del personal hasta la gestión de su vida laboral, pago de salarios y beneficios, seguridad e higiene, formación, carrera y sucesiones, entre otros."
¿Cuáles son algunos de los indicadores de gestión de la Dirección de Gestión Humana?,"Algunos indicadores de gestión de la Dirección de Gestión Humana incluyen el nivel de satisfacción en la selección de personal, índice de rotación, índice de promociones internas, oportunidad en la disposición de MFDC, oportunidad en la creación y ajustes a la planta de personal, oportunidad en la elaboración de la liquidación final del contrato, promedio de inconsistencias de la nómina, eficacia de la capacitación, nivel de competencia del personal, frecuencia y severidad de la accidentalidad, y ausentismo por causa médica y prevalencia de la enfermedad laboral."
¿Cuáles son algunos de los retos de la Dirección de Gestión Humana?,"Algunos retos incluyen implementar el modelo de gestión EFR, propender por el bienestar social y económico de los empleados y sus familias, fortalecer la cultura y el clima organizacional, implementar esquemas de compensación innovadores, y ajustar la estructura organizacional para maximizar la eficiencia operativa y optimización de recursos."
¿Quién es el Jefe de Soporte Administrativo?,"El Jefe de Soporte Administrativo es Armando Rocha, encargado de todo lo relacionado con el soporte administrativo en la gestión de los procesos y procedimientos de las diferentes secciones de la Dirección de Gestión Humana."
¿Quién es el Jefe de Nómina?,"La Jefe de Nómina es Evelyn Benedetti, responsable de la elaboración de las diferentes nóminas para la ejecución de los pagos de sueldos, vacaciones y demás prestaciones a los funcionarios docentes y administrativos, así como la realización de los descuentos legales y autorizados, control de horarios y horas extras, y tramitación de facturas y pagos relacionados con la administración del Recurso Humano."
¿Cuál es el rol de la Dirección de Tecnología Informática y Comunicaciones en la universidad?,"La Dirección de Tecnología Informática y Comunicaciones se encarga de planear y dirigir la adquisición, actualización, implementación y operación de servicios, productos e infraestructura de TI, garantizando soluciones tecnológicas adecuadas y oportunas para la comunidad universitaria. También define estrategias para la disponibilidad y confiabilidad de los servicios y productos TIC, y participa en la definición de políticas de tecnología y seguridad de la información."
¿Cuáles son las funciones principales de la Dirección de Tecnología Informática y de Comunicaciones?,"Las funciones principales incluyen la planificación y dirección de servicios y productos TIC, definición de estrategias para la disponibilidad y confiabilidad de dichos servicios, participación en la definición de políticas tecnológicas y de seguridad de la información, y reporte del estado de la infraestructura y servicios a la Vicerrectoría Administrativa y Financiera."
¿Qué retos enfrenta la Dirección de Tecnología Informática y de Comunicaciones?,"Los retos incluyen implementar soluciones tecnológicas que optimicen los modelos educativos presenciales, híbridos y virtuales; desarrollar una cultura innovadora para nuevos servicios digitales; fortalecer ciberseguridad y cumplimiento legal; y modernizar la infraestructura TIC y sistemas de información."
¿Qué acciones estratégicas tiene planeadas la Dirección de Tecnología Informática y de Comunicaciones para 2024?,"Las acciones estratégicas incluyen llevar a cabo un concurso para la generación de ideas, implementar un prototipo de asistente virtual basado en IA, diseñar una solución omnicanal para la atención de prospectos, poner en producción nuevas versiones de aplicaciones y portales, actualizar software de procesos académicos y administrativos, y mejorar soluciones de respaldo y arquitectura de seguridad."
